리뷰자,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
M3NRL2wzcFNMbDZJdkNoM0dDamJPQT09,0.8777074,-0.8885181,-0.29516333,-0.70366764,0.0135841165,0.34281975,0.29458454,-0.35249263,0.59201264,-0.41199815,-0.7552383,-0.9191318,-0.63894296,0.09551842,-0.9683108,-0.2869554,0.53158253,0.24145733,-0.3233326,1.144592,0.36276606,0.51490533,-0.2035486,0.69973123,0.32150432,0.8712285,0.43064475,0.9499709,-0.6135272,0.032881238,0.9173835,0.18306464,-0.0003086668,-0.8268828,-0.16589221,-0.64075375,0.59145314,0.9543166,0.029869206,0.25053883,-0.69173336,0.12155853,-0.123917416,0.11663344,-0.38185096,0.08129639,0.06125343,0.90441173,0.4025114,-1.1523405,0.20516977,0.05025332,-0.7104482,0.1356649,0.055753663,-0.3961959,0.24337333,0.5188714,0.32288578,-0.04068656,-0.9926386,0.18156427,0.49594268,0.40512878,-0.83875257,-0.79283386,0.08912447,-0.9151928,1.3999983,-0.11972377,-0.15842545,1.4991013,0.40189168,-0.3272343,-0.23100866,-0.35200372,0.77535105,0.30595604,-1.1207123,-0.018002674,-1.7024549,-0.8145352,0.27862296,-0.9820014,0.048181638,0.13795382,0.6181214,-1.078527,-0.6709558,-0.26164478,-1.0779157,0.04586984,-0.07527162,-0.291879,0.22087029,-0.76643544,-0.05423646,0.47514832,1.1223199,-0.8993355
M3NRR1poOGI3V0Ivc2htS2xWYS9Kdz09,0.56967914,-0.18499051,-0.11904273,-0.24426721,-0.392807,0.1690867,-0.82821816,0.15187205,0.77986753,-0.6172928,0.12572515,-0.46893382,0.013972783,0.28932518,-0.43555522,0.19954225,-0.5828981,-0.07364184,0.30048296,0.13163011,0.7389573,0.4167993,-0.76863295,0.3236844,0.36055854,0.19645856,-0.75372016,0.3531805,-0.42736197,0.07303875,0.5351022,-0.42163587,0.3778029,0.19873656,-0.041377697,-0.49787846,0.10652082,0.51141053,-0.52822584,1.2295325,-0.89968807,0.40715817,0.5972942,-0.34581223,-0.73893917,0.22738579,-0.2251263,0.40733537,-0.41577333,-0.38963252,-0.1332259,-1.0416186,-0.6978563,-0.029902432,-0.100850545,-1.2347612,0.2904346,-0.07460017,0.057114206,0.38736185,-0.48997068,1.2267034,0.08683907,0.4187754,-0.5652784,-0.79718673,0.20309898,-0.6516485,0.18546225,0.5080071,0.47179818,1.0547311,0.39894006,-0.4033647,-0.21145608,-0.23919633,0.23315303,-0.46114302,-0.16856733,0.8093886,-0.38892508,-0.5815936,0.17033125,-0.09753079,-0.4689805,0.10724572,0.8163735,0.08546216,0.7222651,-0.017599668,-0.5509392,0.27531296,0.4504819,0.31965894,-0.11773916,-0.6940827,0.29870802,0.4630608,0.82081205,-0.49826345
M3NSYnhuRUJwcG43R083dXo4clFZQT09,0.7367913,-1.1687149,-0.33757105,-0.62166905,0.42664906,0.25486767,-0.17276864,0.68588996,0.14213234,-0.09766183,-0.009369264,-0.5432047,0.6039019,0.7077243,-0.034357905,-0.41081497,-1.5775189,-0.15155588,0.07181447,-0.5409635,0.206146,0.5030761,-0.002370524,0.059857965,0.37152258,0.72307724,-1.0333666,0.32016268,-0.34301272,0.27822384,0.22839747,-0.5459886,0.16317499,-0.01534329,0.019585485,-0.2817099,-0.47340333,-0.59914166,0.39142346,0.63211346,-1.1192571,-0.5409501,-0.30152196,-0.26706594,-0.7008004,0.6677399,-0.84340906,0.05583636,0.29859528,-0.8947425,0.07574901,-1.2700418,0.038998622,-0.22710514,-0.41302264,-0.7842968,0.037266035,0.13841419,-0.19427425,0.9843724,-0.41770554,1.0993465,-0.40332302,-0.27901897,0.05941795,-0.47691286,0.3613501,-0.8469811,0.067121126,-0.36098528,0.14879303,0.28512883,0.36993924,0.3168306,-0.6628532,-0.7908359,0.62420976,-0.31409052,-0.7335418,0.7693333,0.37050164,-1.2984673,0.022610074,-0.5537754,-0.2949057,0.47048166,1.3315257,-0.31775042,0.33955893,0.2016332,-0.46288815,0.226406,0.3786094,-0.22880416,0.6319812,-1.0116132,0.4534496,0.6603632,0.5425154,0.08458043
M3ZId3RRN1pSSXBQb1FTS3RwNmhRdz09,0.022358103,-0.24606997,-0.25333208,-0.07842248,-0.059241097,-0.121857546,0.13676982,0.016036099,0.11796663,-0.0006538073,0.024485,-0.1102222,0.004163187,-0.03506169,-0.23570506,0.24201456,0.00054778357,-0.09389341,0.2750127,0.05845298,0.23216653,0.26530775,-0.28325737,0.047649402,0.32998997,-0.04641155,-0.29177275,-0.34449214,-0.27551237,0.040263675,-0.13489297,-0.35452154,0.1146804,-0.018621672,0.052277397,-0.15160148,0.15456556,-0.14524081,-0.092744246,0.4889574,-0.3893603,-0.08157982,-0.047862913,-0.10893496,-0.23466823,-0.07982157,0.24626373,0.37982753,-0.3854772,-0.6376387,-0.2348824,-0.09113181,-0.1637218,0.009904574,0.21661787,-0.1927091,0.13819246,0.21196015,0.091532975,0.32190767,-0.10076291,0.34319454,-0.20240788,0.4437896,-0.1308845,-0.11939237,0.31593344,-0.2758961,0.18831939,0.26199007,-0.3989003,0.22946835,0.3231447,0.09666492,-0.16218533,-0.44546244,0.17661686,0.3616884,-0.28907913,0.20815949,-0.5456389,-0.23400538,0.31454837,-0.5098265,-0.16114998,-0.238226,0.38123253,-0.25664702,0.15360403,-0.33914042,-0.24423017,-0.18239518,-0.21097927,-0.050398156,0.19651975,-0.1271921,0.0376156,0.10418414,0.39864075,0.010359928
M3o2aXNZY0p3dDMzRVRZd1h2N1lXUT09,1.183244,-0.28196305,-0.6478013,-0.9520424,-0.6910494,0.5086893,0.43573067,-0.19333537,1.2134873,-0.17412777,-1.0688013,-1.2694032,-0.3138503,0.3590553,-0.26013762,1.2915987,-1.4990948,-0.5819283,-0.80962163,0.34492537,0.5087255,1.4998211,0.5314917,-0.7976454,0.28218105,-0.20896983,-1.0531934,0.6704052,0.16998233,-0.38881096,0.612266,-0.13596901,-0.3737088,-1.1490432,1.5980381,-0.07573093,0.4726464,0.17013757,-0.052385945,0.9110341,-0.090288036,-0.08050437,-0.5034628,-0.42754498,-0.20318146,0.17268926,0.87219286,-0.54123646,-0.21018402,-1.9535099,0.39870617,-0.17132427,-0.52838343,-0.47775295,-0.15649047,-2.1726873,0.9038105,-0.6443291,0.89607364,0.32178387,-0.22237484,1.5500013,-0.38148436,-0.15100613,-0.8896988,-0.01445691,-0.15720521,-0.60300726,0.53910136,-0.39314902,-0.29456982,1.1661844,0.28215006,0.26307786,-1.4014682,-0.3372889,0.24788189,0.38552535,-0.021491712,0.55522734,-0.45000872,-2.1697006,-0.2728982,0.050140347,0.4078528,-0.35785422,1.1358922,-0.94090396,-0.9856618,-1.595738,-0.725673,0.23844224,0.4204967,0.5576518,-1.0299304,-1.0290656,-0.1942243,-0.43955478,0.119475804,-0.21613295
MC9vTGE3Smw5TlNUbzZ5U0JwSjRUZz09,0.018687619,-0.22884601,-0.34712976,-0.31158602,-0.0050894646,0.14151002,0.30877292,0.1519485,0.48567957,-0.2401883,0.29450214,-0.3942517,0.03658484,0.4456403,-0.04206288,0.1951912,-0.37761167,-0.29236063,0.25009567,0.2413596,0.37235904,0.59502655,-0.42580172,-0.019386848,0.08920333,0.2749554,-0.107224494,-0.040823594,-0.39352316,-0.16936848,0.09599021,-0.07478481,-0.044282272,0.2095081,0.15136229,-0.27420905,0.20391867,-0.014424069,-0.49974695,0.44662863,-0.5770928,-0.020534124,0.062323205,-0.26926062,-0.55877274,0.095054574,0.22520179,0.34099457,0.024143098,-0.6113677,-0.052689187,-0.4823317,-0.21887508,-0.079925165,0.17816159,-0.81908196,0.34327337,0.4517197,0.28329718,0.46273062,-0.4656139,0.6084846,-0.12892516,0.45065144,-0.14566289,-0.09258987,0.10091104,-0.44134587,0.27505648,0.24882253,0.14863795,0.6696224,0.493735,-0.07475354,-0.14804377,-0.32157385,0.4052533,0.21363138,-0.46566698,0.17870972,-0.9772769,-0.5619125,-0.015693631,-0.54155016,-0.37699422,0.07867678,0.60690004,-0.42498648,0.33024395,0.06426959,-0.29840055,0.23415658,0.27039313,0.037540555,-0.022878438,-0.52683616,0.3751964,0.19385082,0.8736294,-0.062059656
MCt0TFowSDFrOXdRWFZvTlRtY2gwZz09,0.9381612,-0.08969091,0.49361038,-0.42710164,-0.61396116,0.4097874,-0.48686102,0.17337301,0.6670316,-0.66368365,0.12560901,-0.47395018,-0.1417609,0.592851,-0.15830731,-0.1568982,-0.4691148,0.2682995,-8.61482e-05,0.1425137,0.26123598,0.1743665,-0.405975,0.13622427,0.40908432,0.55436426,-0.46790987,0.27084735,0.0568688,-0.20249364,0.87360156,0.16006926,-0.051925484,0.37835252,-0.053403445,-0.16350308,0.28420144,0.51880306,-0.44924635,0.94073796,-0.3065962,0.39921662,0.47974518,-0.3445641,-0.1971647,-0.062983446,0.058296427,-0.029636847,-0.23863085,-0.5688011,-0.14521855,-1.1641551,-0.29562515,-0.5940246,0.20307527,-1.0730264,-0.03109197,0.21040858,-0.023893952,0.099368624,-0.22779478,0.99112195,0.027891811,0.28188288,-0.4056669,-0.67341965,-0.24366361,-0.63851494,0.21661434,0.099970885,0.20173846,0.8648338,0.5135245,-0.41444117,-0.2032418,-0.5106579,0.43021533,-0.02539627,0.12812556,0.5812015,-0.47405937,-0.6007792,0.21174353,-0.6418257,-0.53718245,-0.1677254,0.7164173,-0.21407177,0.22301465,-0.12847194,-0.4405811,0.38332522,0.054187533,0.47518232,-0.16663986,-0.401187,0.3558779,0.26302558,0.7567514,-0.27156818
MDE5YXk0Z2t3SVV1LzZENWNlV3NEUT09,0.47696638,-0.45877987,0.08909239,-0.25075063,0.05918456,0.043424476,0.012107682,-0.00980865,0.32658362,-0.058619402,-0.06833428,-0.39593807,0.12540546,0.35332698,-0.09552846,-0.15476862,-0.5297905,-0.093835324,-0.0057359114,-0.14232078,0.03806324,0.3171103,-0.07442772,6.9426e-05,0.14488068,0.14412701,-0.309945,0.18589559,-0.07147872,-0.013982372,0.047777146,-0.21663556,0.13252088,-0.034872465,0.13831928,-0.08744845,0.018436901,-0.26837802,-0.020298827,0.40822133,-0.38663313,-0.15278861,-0.14442177,-0.07798875,-0.35148305,0.140129,-0.07658633,0.058051474,0.06946891,-0.4256695,-0.17165034,-0.3865849,-0.036103833,-0.19086964,0.09387392,-0.51840496,0.04374504,0.117374256,0.12191802,0.2489188,-0.09784661,0.43829194,-0.12383982,0.006810093,-0.08530797,-0.2006565,0.07113472,-0.30476612,0.17158309,-0.03494538,-0.14864096,0.32546288,0.15915933,0.08710264,-0.32036614,-0.30160248,0.44524175,0.16967478,-0.23771623,0.36926433,-0.23327164,-0.5088269,0.05103909,-0.3969778,-0.26269847,-0.06002893,0.55048025,-0.3796512,-0.030490309,-0.3158403,-0.0937744,0.05101654,0.081222154,0.06036979,0.0045698285,-0.25481102,0.29146603,0.1707066,0.37573156,-0.14611787
MDFYSmJzV1prZTd1aHpML0NMcE53QT09,1.1952386,-1.3895512,0.02915604,0.3745574,0.028804775,-0.35383224,-1.4456117,-0.15946187,1.079141,-0.6890086,-0.5471501,-1.7682992,1.3978305,0.26073903,-0.8109985,-0.30779415,-0.5561073,-0.18787976,0.6732814,0.4952326,-0.28412643,0.053968843,-0.53314626,0.9436242,0.29590932,0.72833836,-0.9074601,-0.12888598,-0.9473139,0.046172332,0.30526647,-0.19126983,0.7900993,-0.04619161,-0.7257757,-1.1183777,-0.7008925,0.41263407,0.5769509,1.335791,-1.3485574,-1.1010152,-0.038073137,-0.3494741,-1.6065624,0.7499667,-0.26017806,1.1481987,0.6771124,-0.49562654,0.50107706,-0.6417835,-0.67876077,0.10426077,-0.18333653,-1.7827586,0.25486818,0.31703645,-0.20807202,-0.08551199,-1.0315062,0.21299094,0.08629114,0.45696482,-0.23274954,-1.4034648,-0.07993819,-0.19412169,0.23896234,0.5858686,0.74763095,1.1516769,-0.25428027,-0.31689113,-0.992568,-0.17107265,1.352352,-0.45856413,-1.1385845,-0.53347653,-0.85329574,0.28439197,0.11300816,-1.3859951,-1.1019821,0.4298563,0.50584435,-0.69637865,1.149111,-0.023863014,-1.2156498,-0.00035317987,0.73419386,0.37516296,0.16094334,-0.85936373,1.5224429,0.80353355,0.43936148,-0.18184614
MDFuYnJSNTdOT2g5SUlCVzk3RGM3dz09,3.0381923,-0.40749216,-1.3497071,0.7584399,0.16284245,0.50792867,-0.77261204,-0.70862997,2.1422253,-1.7937309,-0.9247219,-2.0602381,-0.29924923,-0.43485072,-1.8133174,0.30540153,0.029557893,-1.0230443,-0.16335747,-0.26696596,1.5652666,0.90326136,0.4743632,0.24934904,0.11619862,0.06820641,0.16944893,0.79970425,-1.8609324,0.11601407,-0.27768195,0.02089384,1.0373366,-1.0519766,-0.53794545,-1.2554857,0.04033907,1.0816504,-1.4220341,1.651177,0.13637903,-0.19706479,-0.89895004,-0.40817335,-0.6678192,0.62828445,-0.88110286,1.5321236,0.26063195,-1.9571459,0.68704,-0.0086078895,-0.6501906,-1.5439878,0.20504211,-1.5700293,-0.5866168,0.65905595,0.6605283,-0.47882083,-0.15307811,0.6618865,0.2716327,-0.21494497,-2.20353,0.44080645,-0.64876586,-0.56685317,-0.20969065,1.4493656,0.4089742,2.0164967,0.64171755,-0.21686105,-0.01900016,-0.15868512,1.78789,-1.320522,-0.60493344,-0.43083185,-1.0220983,-0.56298894,-0.032738816,0.2063185,-0.9802182,-0.07641893,1.1393142,-0.18844248,1.0741398,-0.3008674,0.5853567,1.2883466,1.048999,0.16925961,-0.3922417,-1.1306055,-0.7019537,-0.2761963,1.9516977,-0.8799062
MDNsUUdkUElZcURoL3F3MlZFYTFvQT09,0.48416913,-0.9502537,-0.65571415,-0.7519734,0.0462859,0.124895655,0.43524113,-0.12174819,0.60793877,-0.12918161,-0.18839137,-1.1864126,0.38391638,0.49928954,-0.63435876,0.9738525,-0.68613386,-0.3565116,0.15243788,-0.24545678,0.76620805,0.462852,-0.32318693,-0.61090755,0.0695969,0.2711879,-0.26337314,0.17313114,-0.59370214,-0.11994316,0.20515157,-0.24153449,0.13128768,-0.14491467,0.2879251,-0.37445277,-0.33510277,0.20975746,-0.080043234,0.7798145,-0.3181015,-0.37285444,-0.5628077,0.098006636,-0.05151437,0.4481061,0.54291666,0.64665675,-0.1692139,-0.91838634,-0.34655076,0.14850847,-0.16298436,-0.27139348,-0.26516935,-0.89268535,0.3729688,0.22505453,0.67219216,0.27600813,-0.32311457,0.38210967,-0.3954377,0.37616783,-0.6438416,0.24742761,0.5936579,-0.5170076,0.6070315,0.474862,-1.0590762,0.09840255,0.2723114,0.31372118,-0.13111961,-0.08471164,0.470545,0.7596286,-0.8646755,0.66578984,-0.50537366,-1.3389151,0.044636965,-0.4289383,-0.09628616,-0.17236486,0.6510108,-0.6109135,-0.37637642,-0.6613474,-0.4047953,-0.17242306,0.12753643,-0.24104667,0.4532193,-0.81223345,-0.09834199,0.34697264,0.90307605,-0.11772983
MDV2WXhkRmhWMkVNelhvMmNnZVQzUT09,0.22934501,-0.52564627,-0.031147588,-0.36213058,-0.05163855,-0.045428615,-0.01679134,-0.13160847,0.2277222,-0.07194053,-0.023374422,-0.35139647,0.35315865,0.2687373,0.17244545,-0.18411139,-0.525104,-0.16156718,-0.0029131898,-0.23961136,0.22057047,0.46150774,-0.08354296,0.113710366,0.3607003,0.17106502,-0.2855789,0.24723318,0.07811829,0.22563532,0.22730629,-0.24278577,0.14480352,-0.13832071,0.12875132,-0.22024843,0.13868336,-0.23651135,-0.09195032,0.44195962,-0.4654545,-0.23845755,-0.18120003,-0.24272907,-0.14588217,-0.05018017,-0.25941584,-0.09241494,0.11742338,-0.54042596,0.027739035,-0.69920796,0.0015036975,-0.338302,-0.07874104,-0.5350649,-0.021296889,-0.062724486,0.10721167,0.5487943,-0.16295822,0.37595087,0.2393733,0.071719356,0.006264908,-0.26528466,-0.115738966,-0.35345963,0.06727493,-0.024847876,-0.09326064,0.280999,0.11898066,0.18563013,-0.32144907,-0.3412642,0.6773799,0.2022542,-0.09988635,0.3085858,-0.24144833,-0.5769738,-0.09469884,-0.5806425,-0.076286316,-0.12141841,0.63879454,-0.40495592,-0.09797304,-0.21044919,-0.4123952,0.20857742,0.32758686,0.22770657,-0.14025013,-0.2583605,0.19899262,0.13181233,0.4210952,-0.013066127
MDVKR1lSb1o4Rlc3eWZnV3BIei9lQT09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDViOFk1OXdoOUFmaHI1NHRNb0ZSUT09,0.07999395,-0.056562044,-0.02706623,-0.021202067,-0.03537353,0.014376858,0.038124554,-0.017242692,0.053281892,-0.0236224,-0.037314218,-0.048273735,0.016158637,0.021847086,-0.034748852,2.9463656e-05,-0.022766758,0.0040632864,-0.025535492,-0.019088043,0.013133544,0.022031093,0.007495288,0.009929997,0.029803593,0.00655244,-0.03151862,-0.007454608,-0.029189527,0.011103865,0.008013935,-0.016767109,0.024931747,-0.044297233,0.0050807223,-0.035828836,0.0022613448,-0.019266821,0.0022208926,0.04235946,-0.0061141797,-0.031698544,-0.037942156,0.0012930651,-0.02017702,-0.014875321,-0.0062503577,0.011851083,-0.0025542388,-0.07834341,-0.0048148334,-0.03409198,0.0032556816,-0.027471704,-0.008688768,-0.039024122,0.0011422646,0.046922293,0.03731798,0.020887427,-0.029122546,0.013103335,0.005366222,0.0130097885,-0.024190648,-0.019873356,0.008409795,-0.035248127,0.026363209,0.013930907,-0.0396421,0.028537516,0.027460443,0.0481381,-0.032891836,-0.048823413,0.060802605,0.042109538,-0.025442094,0.011788316,-0.03321996,-0.029180568,0.02095654,-0.07958053,-0.0094591975,-0.02728811,0.07403065,-0.03753829,-0.005626324,-0.03518223,-0.025681358,0.01914943,0.0005175554,-0.01950019,-0.0012429021,-0.0354322,0.030012889,0.02485009,0.068588994,-0.0041682306
MDZIRlpXVTNiQk53OFJ4SVhHbXdBdz09,0.83835757,-0.8230052,-0.08876765,0.16225043,0.046585202,0.20760626,-0.93185955,-0.15487038,0.6830833,-0.5104763,-0.1944048,-1.3632419,0.9731678,0.7160464,-0.5853922,-0.32817444,-0.2345331,-0.001551263,0.44486895,0.31833002,0.116168305,0.39868608,-0.4000082,0.6382044,0.23287915,0.4753626,-0.5769505,0.12833819,-0.60397905,-0.27885932,0.39968315,-0.10629164,0.3115143,-0.26848206,-0.4616245,-0.4108356,-0.47550592,0.35417277,0.4887885,0.9022125,-1.1347588,-0.60556,-0.22868827,-0.20280069,-0.9144076,0.68803614,-0.033765707,0.5262111,0.39895037,-0.40321732,0.17010218,-0.527195,-0.5890107,-0.16691187,0.16464308,-1.2197789,0.18845128,0.0024379157,0.0073278584,-0.13012218,-0.6301917,0.17494649,-0.2933484,0.13543062,-0.45300075,-0.457969,-0.23675957,-0.036548045,0.10940867,0.28380197,0.541434,0.7823911,-0.06391126,-0.16523148,-0.41959205,-0.108378366,0.8173416,-0.056085475,-0.97339547,-0.21899042,-0.3306892,-0.072881244,0.03556688,-0.8947388,-0.6791903,0.19063932,0.43883422,-0.572192,0.45563707,0.31882438,-0.94093686,0.19772057,0.7414488,0.061395347,0.04186972,-0.6574777,0.6858995,0.44821703,0.45061743,-0.37881964
MDhhbUZUWFd3MGpNZ1loa1h1MlBBdz09,0.53399616,-0.42821285,-0.13740699,-0.26386052,-0.040635485,-0.20040765,-0.080979265,0.02655866,0.39422673,-0.121922456,-0.027071394,-0.63983566,0.3639034,0.14156044,-0.23908287,0.043253146,-0.33699372,-0.25131738,0.049763832,0.010862229,0.3149427,0.25516477,-0.35643294,-0.15299052,0.12788756,0.028809069,-0.23415734,0.013474978,-0.1892856,0.32049006,0.26017827,-0.49621207,0.30092466,-0.2377058,0.0021571494,-0.31080297,-0.30022776,-0.2060206,0.060764726,0.5349092,-0.5935141,-0.11307503,-0.33211005,-0.34019864,-0.28838506,-0.0153666,-0.15838337,0.2863909,0.11301445,-0.5002771,0.1507806,-0.34586823,-0.23527393,-0.07491411,0.14474449,-0.6716305,0.35986555,0.20722717,-0.0028491016,0.3709284,-0.40617114,0.13123089,-0.17650986,0.38570783,-0.1370356,-0.286896,0.12752786,-0.21584678,0.33230716,0.1906359,0.1223905,0.4579325,0.06877786,-0.03395776,-0.49238813,-0.5603009,0.5693619,-0.021993954,-0.5617759,0.34366256,-0.41482967,-0.5749592,-0.059156153,-0.42076552,-0.25140864,0.054375213,0.6394301,-0.57931983,0.31458077,-0.17701742,-0.16955471,0.24487673,0.2534328,-0.07730765,-0.05901542,-0.4694904,0.2599068,0.11773526,0.4481018,-0.18175037
MDkyeVdDUjlhNjlTVGxOSU9jTklNUT09,0.13554764,-0.6448555,-0.25106183,-0.4021524,0.017989479,-0.14331298,-0.042608544,-0.18069822,0.3495926,-0.1055499,0.037658274,-0.35167256,0.27546063,0.29029807,0.09953711,0.08116401,-0.32967934,-0.13759251,0.038040876,-0.1912495,0.46753034,0.61871874,-0.13950741,-0.039819505,0.3076456,0.0732763,-0.12203248,0.1566983,-0.0064470987,0.27613136,0.19671746,-0.2574421,0.20790306,-0.0200055,0.07684457,-0.15483783,-0.03383355,-0.1599023,-0.018460268,0.5466435,-0.41149306,-0.17754343,-0.23936114,-0.13103583,-0.03329502,0.04931767,-0.17061627,-0.16293377,0.12739839,-0.47948983,0.11015514,-0.625718,-0.048404362,-0.2960349,-0.045887552,-0.5976672,0.15592386,-0.011016577,0.13625018,0.7606156,-0.30787584,0.22158809,0.25549048,0.1073668,-0.13488269,-0.21758178,-0.1003541,-0.35466903,0.121691324,0.25088793,-0.12388987,0.33589116,0.043953054,0.20905383,-0.18420798,-0.2834047,0.65498716,0.120959066,-0.06938115,0.20097895,-0.329135,-0.6675086,-0.019738177,-0.56393385,-0.11140846,-0.06747128,0.50455636,-0.35915074,0.06654962,-0.12153174,-0.30410662,0.19182582,0.39813223,0.16029796,-0.11076287,-0.26932868,0.21400876,0.036953103,0.42013896,0.111967854
ME0yVVpJTENJOWxoV3JTeUZRd0s1dz09,0.34873155,-0.5031041,-0.051449623,-0.22380686,-0.22303748,-0.13314267,-0.09003466,-0.1963199,0.32986233,-0.008827585,-0.02184382,-0.48215297,0.29844096,0.05016321,-0.24682213,0.024179349,-0.43048334,0.03612164,0.007185787,-0.034737915,0.21385533,0.031115456,-0.23429875,-0.08120212,0.34575322,0.17635638,-0.158837,0.024987347,-0.20123792,0.2784231,0.19418706,-0.3529733,0.44030562,-0.01996585,0.13489568,-0.21892713,-0.10268975,-0.12172175,-0.22847606,0.36826777,-0.105234206,-0.21428537,-0.1090909,-0.032749575,-0.17331354,-0.06613688,-0.16725941,-0.051531345,0.0541424,-0.30261666,0.04045432,-0.5076328,-0.14875372,-0.25441885,-0.07814065,-0.57827514,0.16717815,0.22337645,0.1607321,0.18723367,-0.3044466,0.18016893,0.1031368,0.041112646,-0.21483167,-0.5035954,-0.19995159,-0.24442978,0.02739586,0.3502536,-0.36359158,0.09827188,-0.062930696,0.08319316,-0.45781305,0.0076260003,0.3926357,0.04351424,-0.051617097,0.10609338,-0.43914464,-0.37824115,0.03358331,-0.28293392,-0.08674499,-0.22603376,0.48416862,-0.25938374,0.33520636,-0.20243122,-0.022029892,-0.17109053,-0.116229594,-0.055143684,-0.20963472,-0.24056436,0.4128586,0.20370816,0.4017899,0.13547502
ME1sWk1XVEZHSVZJT3Q3Mll0Mm9Fdz09,0.9210621,-0.7885131,-0.28353417,-0.05495036,-0.162211,-0.11961985,0.10083371,-9.186124e-05,0.39452595,0.11421408,0.8558204,-0.18523559,0.72973907,0.890472,0.32472956,-0.23472996,-1.1240499,-0.3169222,0.030693566,-0.039769933,0.35480484,-0.005168735,-0.30344254,0.31228802,0.1416478,-0.1749458,-0.5033252,-0.06208682,-0.27664953,0.7012307,0.6345951,-1.3023208,0.2377179,-0.24288617,-0.04769213,-0.0575918,-0.32630444,-1.6568925,-0.15475744,0.33353868,-0.8356907,-0.7766893,-0.57743686,-0.9923412,0.026096772,-0.37062815,-0.39297026,0.19944389,0.07770424,-1.0485281,0.44051144,-1.7709337,-0.17610653,-0.33598435,0.5331027,-0.71808624,0.116280094,0.63108784,-0.060920097,1.7968832,-0.82287705,0.54758734,-0.62853026,-0.13448459,0.33901104,-0.5187803,-0.086379796,-0.7318543,-0.14605807,-0.0023699105,0.73680305,0.86066794,0.0024348649,0.19053565,-0.812685,-0.6984913,1.6880507,-0.1642164,-0.46014544,0.23706982,-0.50574195,-0.7796782,-0.009020356,-1.2167442,-1.2969409,0.48174444,1.35776,-0.4323006,0.9134326,0.5029782,0.40284675,0.5262935,0.84134024,0.19948532,-0.074322574,-0.42305866,0.4249377,0.379739,0.7147859,-0.13876474
ME4yWlNUa2ZYcEpDOXdYSEhzVys0Zz09,0.80147797,-0.9401057,-0.16846567,-0.4712956,0.13080844,0.1662306,0.016626753,0.33986732,0.4099702,-0.055099487,0.10481945,-0.33014986,0.32898602,0.5686387,0.06970374,-0.13526607,-1.1747233,-0.22419266,-0.0028199535,-0.3478612,0.26081148,0.35698733,-0.017400708,-0.08454775,0.30451366,0.17363602,-0.5385054,0.2144385,-0.2795151,0.1732465,0.21304643,-0.3928059,0.0857855,0.05057982,0.21293189,-0.08831785,-0.05959679,-0.72925454,-0.14760745,0.65768284,-0.36173207,-0.40210095,-0.2375103,-0.14011583,-0.14265893,0.182289,-0.3046279,-0.26695204,0.10443776,-0.8625919,-0.10484087,-1.0540127,0.24930532,-0.5196003,-0.11541559,-0.882082,-0.15075918,0.078968786,0.02130316,0.94818354,-0.21211171,0.765839,-0.18984145,-0.16678138,-0.19885316,-0.236058,-0.12057477,-0.7826722,-0.0426255,-0.048325386,-0.066941366,0.36065406,0.4349333,0.24926513,-0.30564058,-0.36185527,0.6508012,0.037254114,-0.094667256,0.55603456,-0.078593425,-1.0711428,0.01680486,-0.59084284,-0.5391237,-0.08996169,0.93714565,-0.05769888,0.42013085,-0.25732648,-0.078044675,0.21507701,0.22779745,0.14242649,0.275983,-0.7407112,0.43977648,0.27856353,0.5760611,0.09435849
