goodsno,url,상품명,카테고리,브랜드,가격,용량,주요사양,성분,전체 평점,5점,4점,3점,2점,1점,1_1피부,1_2피부,1_3피부,2_1피부,2_2피부,2_3피부,3_1피부,3_2피부,3_3피부,증정 여부
A000000182416,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000182416&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[한정특가] 피지오겔 DMT로션 200ml+50ml 기획,로션/에멀젼,피지오겔,"23,900",200ml+50ml,모든피부용..,"정제수, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 펜틸렌글라이콜, 코코넛야자오일, 오일팜오일, 시어버터, 올리브오일, 하이드로제네이티드레시틴, 하이드록시에틸셀룰로오스, 카프릴릴글라이콜, 잔탄검, 스쿠알란, 카보머, 소듐카보머, 세라마이드엔피",4.8,83,13,3,0,0,48,49,4,72,28,1,77,23,1,1.0
A000000182646,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000182646&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[선착순 25ml * 2개 추가증정] 라네즈 크림스킨 170ml 기획 (+50ml 증정),스킨/토너,라네즈,"26,400",170ml (+50ml 증정),모든피부,"정제수, 부틸렌글라이콜, 글리세린, 메도우폼씨오일, 아이소펜틸다이올, 1,2-헥산다이올, 스쿠알란, 폴리글리세릴-10스테아레이트, 글리세릴스테아레이트시트레이트, 소듐스테아로일글루타메이트, 이눌린라우릴카바메이트, 글리세릴카프릴레이트, 에틸헥실글리세린, 프로판다이올, 다이소듐이디티에이, 카보머, 만니톨, 아크릴레이트/스테아릴메타크릴레이트코폴리머, 흰목이버섯포자낭과추출물, 하이알루로닉애씨드, 녹차추출물, 잔탄검, 세라마이드엔피, 동백나무꽃추출물, 토코페롤, 아세틸테트라펩타이드-11",4.8,85,11,3,0,1,60,40,0,83,17,0,78,22,0,1.0
A000000157178,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000157178&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,라운드랩 자작나무 수분 토너 1+1 기획 (300ml+300ml),스킨/토너,라운드랩,"24,000",300ml*2ea,모든 피부용,"정제수, 글리세린, 프로판다이올, 글리세레스-26, 펜틸렌글라이콜, 자작나무수액(10,000ppm), 1,2-헥산다이올, 아이리쉬모스추출물, 사탕수수추출물, 소듐하이알루로네이트, 하이알루로닉애씨드, 판테놀, 트로메타민, 다이포타슘글리시리제이트, 글리세릴카프릴레이트, 글리세릴글루코사이드, 부틸렌글라이콜, 아스코빅애씨드, 카보머, 잔탄검, 다이소듐이디티에이",4.8,83,14,3,0,0,35,55,10,62,38,1,79,21,1,1.0
A000000132162,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000132162&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,라운드랩 1025 독도 토너 (본품200ml+50ml 추가 증정),스킨/토너,라운드랩,"13,500",[본품] 1025 독도 토너 200ml + [증정품] 1025 독도 토너 50ml,모든 피부용,"정제수, 부틸렌글라이콜, 글리세린, 펜틸렌글라이콜, 프로판다이올, 아이리쉬모스추출물, 사탕수수추출물, 해수, 1,2-헥산다이올, 프로테아제, 베타인, 판테놀, 에틸헥실글리세린, 알란토인, 잔탄검, 다이소듐이디티에이",4.7,77,18,4,0,0,24,61,16,40,60,1,79,21,1,1.0
A000000176512,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000176512&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,트러블레스 마일드 클리어 토너 에센스 200ml,스킨/토너,트러블레스,"17,250",200ml,모든 피부용,"정제수, 다이프로필렌글라이콜, 메틸프로판다이올, 글리세린, 티트리잎수, 판테놀, 글루코노락톤, 4-터피네올, 흰버드나무껍질추출물, 브루셀스프라우트추출물, 브로콜리추출물, 매실추출물, 소듐하이알루로네이트, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 포타슘하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 소듐아세틸레이티드하이알루로네이트, 알란토인, 베타-글루칸, 하이드록시아세토페논, 피피지-13-데실테트라데세스-24, 카프릴릴글라이콜, 하이드록시에틸셀룰로오스, 다이소듐이디티에이, 소듐시트레이트, 부틸렌글라이콜, 다이포타슘글리시리제이트, 1,2-헥산다이올, 사과추출물, 파파야열매추출물, 포도추출물, 펜틸렌글라이콜, 토코페롤, 에틸헥실글리세린",5.0,97,3,0,0,0,16,60,25,20,80,1,90,10,1,0.0
A000000154177,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000154177&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[증량] 닥터지 레드 블레미쉬 클리어 수딩 토너 500ml,스킨/토너,닥터지,"23,000",토너 500ml,모든 피부 / 민감 피부,"정제수, 다이프로필렌글라이콜, 프로판다이올, 펜틸렌글라이콜, 나이아신아마이드, 부틸렌글라이콜, 글리세린, 쇠비름추출물, 병풀추출물, 무화과추출물, 흰버드나무껍질추출물, 사탕수수추출물, 사과추출물, 케이프알로에잎추출물, 하이드로제네이티드레시틴, 판테놀, 라피노오스, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 다이소듐이디티에이, 베타인, 베타-글루칸, 마데카소사이드, 세라마이드엔피, 마데카식애씨드, 아시아티코사이드, 아시아틱애씨드, 에틸헥실글리세린, 1,2-헥산다이올, 카프릴릴글라이콜",4.8,86,11,2,0,1,21,64,15,28,72,1,75,25,1,0.0
A000000179655,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000179655&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,닥터지 레드 블레미쉬 포 맨 올인원 플루이드 150ml+75ml 기획,올인원,닥터지,"22,900",올인원 플루이드 150ml(본품) + 올인원 플루이드 75ml(구성품),민감 피부 / 트러블 피부,"정제수, 나이아신아마이드, 아이소도데케인, 카프릴릴메티콘, 메틸프로판다이올, 1,2-헥산다이올, 다이프로필렌글라이콜, 프로판다이올, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 하이드로제네이티드폴리(C6-14올레핀), 다이메티콘/비닐다이메티콘크로스폴리머, 폴리글리세릴-2스테아레이트, C14-22알코올, C12-16알코올, 글리세릴스테아레이트, 스테아릴알코올, 부틸렌글라이콜, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, C12-20알킬글루코사이드, 소듐폴리아크릴로일다이메틸타우레이트, 하이드로제네이티드레시틴, 팔미틱애씨드, 소듐하이알루로네이트, 아데노신, 트로메타민, 병풀추출물, 호장근뿌리추출물, 잔탄검, 황금추출물, 다이소듐이디티에이, 녹차추출물, 스페인감초뿌리추출물, 마트리카리아꽃추출물, 로즈마리잎추출물, 글루코오스, 글루코노락톤, 세라마이드엔피, 티트리잎오일, 말토덱스트린, 마데카소사이드, 사카라이드하이드롤리세이트, 아보카도열매추출물, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 다시마추출물, 당느릅나무뿌리추출물, 알로에베라잎추출물, 참마뿌리추출물, 제비꽃꽃추추물",4.8,84,12,3,0,0,13,66,21,36,62,2,67,33,1,1.0
A000000148123,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000148123&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,아이디얼포맨 시카올인원 기획 (본품150ml+50ml 증정),올인원,아이디얼포맨,"22,710",150 mL,모든 피부용,"병풀잎추출물, 정제수, 프로판다이올, 에틸헥실스테아레이트, 나이아신아마이드, 메틸트라이메티콘, 메틸프로판다이올, 1,2-헥산다이올, 병풀추출물, 무화과추출물, 캐모마일꽃추출물, 약모밀추출물, 당느릅나무뿌리추출물, 줄맨드라미씨추출물, 병풀뿌리추출물, 플랑크톤추출물, 티트리잎오일, 하이드로제네이티드레시틴, 글리세릴스테아레이트, 판테놀, 세테아릴알코올, 솔비탄스테아레이트, 부틸렌글라이콜, 카보머, 소듐스테아로일글루타메이트, 알란토인, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 잔탄검, 트로메타민, 아데노신, 다이소듐이디티에이, 4-터피네올, 효모발효물, 세라마이드엔피, 아시아티코사이드, 마데카소사이드, 해수, 마데카식애씨드, 아시아틱애씨드, 에틸헥실글리세린, 향료",4.8,82,15,3,0,0,18,65,17,37,61,2,57,43,1,1.0
A000000143189,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000143189&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[선착순 5종키트 증정]라네즈옴므 블루에너지 2종 기획 (미니어처 2종 포함),스킨케어 세트,라네즈,"36,270",토너180ml+로션125ml,모든피부,"해수
에탄올
프로판다이올
부틸렌글라이콜
베타인
1,2-헥산다이올
카프릴릭/카프릭트라이글리세라이드
피피지-13-데실테트라데세스-24
아크릴레이트/C10-30알킬아크릴레이트크로스폴리머
향료
트로메타민
멘톡시프로판다이올
에틸헥실글리세린
아데노신
다이소듐이디티에이
정제수
페녹시에탄올
스피룰리나 플라텐시스추출물 [블루에너지 에센스 인 로션EX ] 해수
프로판다이올
글리세린
부틸렌글라이콜
하이드로제네이티드폴리(C6-14올레핀)
다이메티콘
1,2-헥산다이올",4.8,85,12,3,0,,,,,,,,,,,1.0
A000000163494,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000163494&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,라운드랩 포 맨 자작나무 수분 로션 200ml,로션/에멀젼,라운드랩,"18,000",200ml,모든 피부용,"정제수, 부틸렌글라이콜, 글리세린, 아이소노닐아이소노나노에이트, 자작나무수액(10,967ppm), 베타인, 스쿠알란, 하이드로제네이티드폴리(C6-14올레핀), 글리세릴글루코사이드, 다이포타슘글리시리제이트, 알란토인, 쇠비름추출물, 감나무잎추출물, 포도추출물, 잇꽃꽃추출물, 커피콩추출물, 호장근뿌리추출물, 밤껍질추출물, 초피나무열매추출물, 녹차추출물, 소듐하이알루로네이트, 하이알루로닉애씨드, 아스코빅애씨드, 치자추출물, 토코페롤, 에틸헥실글리세린, 다이프로필렌글라이콜, 세테아릴올리베이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 솔비탄올리베이트, 하이드록시아세토페논, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 카프릴릴글라이콜, 솔비탄아이소스테아레이트, 덱스트린, 글리세릴카프릴레이트, 1,2-헥산다이올, 다이소듐이디티에이",4.8,86,10,3,0,0,24,59,17,59,39,2,72,28,1,0.0
A000000183734,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000183734&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[시카보다 4배*강한] 한율 어린쑥 수분진정 토너 150ml+50ml 기획,스킨/토너,한율,"17,770",150ml,모든 피부,"정제수, 부틸렌글라이콜, 베타인, 글리세린, 황해쑥잎수(18,944 ppm), 1,2-헥산다이올, 판테놀(5,000 ppm), 피피지-13-데실테트라데세스-24, 2,3-부탄다이올, 향료, 에틸헥실글리세린, 잔탄검, 다이소듐이디티에이, 프로판다이올, 레시틴, 락토바실러스발효물, 이눌린라우릴카바메이트, 황해쑥잎추출물(10 ppm), 토코페롤, 병풀꽃/잎/줄기추출물",4.8,87,10,0,3,0,39,55,6,45,48,7,71,23,6,1.0
A000000146589,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000146589&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[디렉터파이 Pick] 아비브 어성초 카밍 토너 스킨부스터,스킨/토너,아비브,"16,100",200ml,모든 피부용,"정제수, 약모밀추출물, 글리세린, 부틸렌글라이콜, 펜틸렌글라이콜, 자일리톨, 비피다발효용해물, 소듐하이알루로네이트, 돌콩추출물, 병풀추출물, 하이드롤라이즈드하이알루로닉애씨드, 황금추출물, 파스향나무잎추출물, 인동덩굴꽃추출물, 베타인, 1,2-헥산다이올, 판테놀, 에틸헥실글리세린, 옥탄다이올, 토코페롤, 바이오사카라이드검-4, 다이소듐이디티에이, 잔탄검",4.7,79,15,5,0,1,23,62,15,22,78,1,76,24,1,0.0
A000000173589,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000173589&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[단독기획] 넘버즈인 3번 결광가득 에센스 토너 300ml 대용량 기획,스킨/토너,넘버즈인,"24,000",300ml,모든 피부 용,"정제수, 다이프로필렌글라이콜, 글리세레스-26, 1,2-헥산다이올, 나이아신아마이드, 부틸렌글라이콜, 글리세린, 메틸글루세스-20, 메도우스위트추출물, 락토코쿠스/녹두추출물발효여과물, 락토바실러스/쌀발효물, 클로렐라발효물, 락토바실러스/조류추출발효물, 효모/포도발효추출물, 락토바실러스/호박발효추출물, 락토바실러스/콩발효추출물, 락토바실러스/콩추출물발효여과물, 효모/쌀발효여과추출물, 효모/보리씨발효여과물, 효모/칼슘발효물, 효모/슈가캘프발효물, 효모/감자추출물발효여과물, 락토바실러스/여바산타발효추출물, 락토바실러스/부레옥잠발효물, 락토바실러스/호밀가루발효물, 락토바실러스/히비스커스꽃발효여과물, 락토바실러스/우유발효여과물, 락토바실러스/홍삼발효여과물, 락토바실러스/아세로라체리발효물, 락토바실러스발효물, 락토바실러스발효용해여과물, 락토코커스/우유발효용해물, 락토코쿠스발효물, 락토코쿠스발효추출물, 락토코쿠스발효용해물, 스트렙토코쿠스 테르모필루스발효물, 흑효모발효여과물, 비피다발효여과물, 비피다발효추출물, 류코노스톡/무발효여과물, 락토바실러스/고추냉이뿌리발효추출물, 락토바실러스/석류발효추출물, 바실러스/글루타믹애씨드발효여과물, 바실러스/쌀겨추출물/콩추출물발효여과물, 모나스커스/쌀발효물, 효모/쌀겨발효여과추출물, 효모/쌀겨발효물, 락토바실러스/배즙발효여과물, 피키아발효용해여과물, 알테로모나스발효추출물, 효모/율무씨발효여과물, 효모/콩단백질발효물 , 스핑고모나스발효추출물, 효모/공작석발효물, 효모발효물, 효모발효여과물, 스키조사카로미세스발효여과물, 아스퍼질러스발효물, 아스퍼질러스/글루코오스/콩/전분발효여과물, 센티드제라늄꽃오일 , 소듐하이알루로네이트, 폴리글리세릴-10라우레이트, 세테아릴알코올, 베타인, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 폴리쿼터늄-51, 하이드록시에틸셀룰로오스, 아데노신, 제라니올, 시트로넬올",4.7,80,14,5,1,1,47,47,6,74,17,9,70,28,2,0.0
A000000147263,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000147263&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,라끄베르 옴므 리차지 올인원 에센스 1+1 기획,올인원,라끄베르,"16,920","[본품] 150ml, [증정] 150ml",모든피부용,"정제수, 글리세린, 1,2-헥산다이올, 다이프로필렌글라이콜, 에틸아이소스테아레이트, 글리세레스-26, 나이아신아마이드, 비스-피이지-18메틸에터다이메틸실레인, 하이드로제네이티드폴리데센, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 마카뿌리추출물, 잔탄검, 변성알코올, 아데노신, 트라이소듐이디티에이, 솔비톨, 귤껍질추출물, 조류추출물, 페녹시에탄올, 포타슘솔베이트, 향료, 리날룰, 리모넨, 벤질벤조에이트, 알파-아이소메틸아이오논",4.8,82,14,4,0,0,20,72,8,59,35,6,52,48,1,1.0
A000000179259,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000179259&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,랩시리즈 데일리 레스큐 워터 로션 200ml 기획세트 (30ml*3 증정),스킨/토너,랩시리즈,"38,500",200ml,모든 피부 타입용,"정제수 , 디프로필렌글라이콜 , 변성알코올 , 부틸렌글라이콜 , 글리세린 , 아세틸글루코사민 , 트레할로스 , 갈락토아라비난 , 클라리추출물 , 캐모마일추출물 , 베타인 , 폴리소르베이트20 , 효모추출물 , 포타슘소르베이트 , 위치하젤추출물 , 디소듐포스페이트 , 소듐코코피지-디모늄클로라이드포스페이트 , 소듐포스페이트 , 향료 , 디소듐이디티에이 , 페녹시에탄올 [ILN42635]*제공된 성분은 동일 제품이라도 경우에 따라 변경될 수 있습니다. 최신정보는 제품 포장의 성분을 참고하시거나 본사 고객관리지원팀으로 연락 부탁 드립니다.",4.8,84,13,2,0,1,19,68,13,56,42,2,66,34,0,1.0
A000000181496,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000181496&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[1+1 한정기획] 크리니크 드라마티컬리 디퍼런트 모이스춰라이징 젤/로션 125ml 1+1 기획,로션/에멀젼,크리니크,"55,000",125ml * 2개입,모든 피부 타입,"정제수, 미네랄오일, 글리세린, 페트롤라툼, 스테아릭애씨드, 글리세릴스테아레이트, 참깨오일, 우레아, 라놀린알코올, 트리에탄올아민, 보리추출물, 오이추출물, 해바라기씨드케이크, 프로필렌글라이콜디카프레이트, 소듐하이알루로네이트, 부틸렌글라이콜, 펜틸렌글라이콜, 트리소듐이디티에이, 페녹시에탄올, 황색5호, 황색4호, 적색227호 [iln39477]",4.8,84,11,3,1,1,35,45,20,64,36,2,73,25,2,1.0
A000000159921,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000159921&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,라로슈포제 시카플라스트 로션 B5 판테놀 시카에센스 토너 200ml,스킨/토너,라로슈포제,"28,800",200ml,민감성 및 모든 피부에 사용 적합,정제수 글리세린 프로판다이올 판테놀 펜틸렌글라이콜 소듐시트레이트 만노오스 마데카소사이드 망가니즈글루코네이트 소듐클로라이드 코코-베타인 카퍼글루코네이트 카프릴릴글라이콜 시트릭애씨드 트라이소듐에틸렌다이아민다이석시네이트,4.8,84,11,4,0,1,32,60,8,46,54,1,76,22,2,0.0
A000000149558,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000149558&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,바이오힐보 비타민 히알루로닉 앰플토너 150mL & 에멀전 150mL 기획 (크림30mL 증정),스킨케어 세트,바이오힐보,"25,270","■(본품) 스킨 150mL/에멀전 150mL, (증정) 젤 크림 30mL",모든 피부 타입용,"1. 앰플토너 : 정제수, 프로판다이올, 변성알코올, 글리세린, 나이아신아마이드, 1,2-헥산다이올, 소듐하이알루로네이트, 엔도미세스발효여과물, 하이드롤라이즈드하이알루로닉애씨드, 트루로즈오브예리코추출물, 하이알루로닉애씨드, 비피다발효용해물, 옥틸도데세스-16, 트로메타민, 에틸헥실글리세린, 아데노신, 펜틸렌글라이콜, 아세틸글루코사민, 하이드록시아세토페논, 소듐하이알루로네이트크로스폴리머, 벤질글라이콜, 하이드롤라이즈드글라이코사미노글리칸, 토코페롤, 카프릴릴글라이콜, 글리세릴글루코사이드, 부틸렌글라이콜, 하이드록시프로필트라이모늄하이알루로네이트, 하이드로제네이티드레시틴, 스테아릭애씨드, 소듐아세틸레이티드하이알루로네이트, 옥탄다이올, 피토스테롤, 구아하이드록시프로필트라이모늄클로라이드, 세라마이드엔피, 세라마이드엔에스, 콜레스테롤, 피토스핑고신, 세라마이드에이피, 세라마이드에이에스, 아스코빅애씨드, 아스코빌글루코사이드, 바이오틴, 사이아노코발아민, 폴릭애씨드, 리놀레익애씨드, 판토테닉애씨드, 피리독신, 티아민에이치씨엘, 세라마이드이오피, 카보머, 다이소듐이디티에이, 세테아릴알코올, 향료

2. 에멀전 : 정제수, 다이프로필렌글라이콜, 하이드로제네이티드폴리데센, 퀸즈랜드넛오일, 1,2-헥산다이올, 나이아신아마이드, 펜틸렌글라이콜, 네오펜틸글라이콜다이카프레이트, 폴리글리세릴-3다이스테아레이트, 클로렐라 불가리스추출물, 소듐하이알루로네이트, 엔도미세스발효여과물, 트루로즈오브예리코추출물, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 비피다발효용해물, 사이클로헥사실록세인, 글리세릴스테아레이트, 판테놀, 비닐다이메티콘, 글루코오스, 글리세린, 세테아릴올리베이트, 솔비탄올리베이트, 부틸렌글라이콜, 프룩토올리고사카라이드, 프룩토오스, 폴리아크릴레이트크로스폴리머-6, 트로메타민, 에틸헥실글리세린, 글리세릴스테아레이트시트레이트, 카프릴릭/카프릭트라이글리세라이드, 아데노신, 트라이소듐에틸렌다이아민다이석시네이트, 하이드로제네이티드레시틴, 세라마이드엔피, 프로판다이올, 토코페롤, 글리세릴글루코사이드, 스테아릭애씨드, 벤질글라이콜, 하이드롤라이즈드글라이코사미노글리칸, 소듐하이알루로네이트크로스폴리머, 세라마이드엔에스, 옥탄다이올, 하이드록시프로필트라이모늄하이알루로네이트, 콜레스테롤, 피토스핑고신, 카프릴릴/카프릴글루코사이드, 세라마이드에이피, 세라마이드에이에스, 소듐아세틸레이티드하이알루로네이트, 세라마이드이오피, 피토스테롤, 구아하이드록시프로필트라이모늄클로라이드, 아스코빅애씨드, 아스코빌글루코사이드, 바이오틴, 사이아노코발아민, 폴릭애씨드, 리놀레익애씨드, 판토테닉애씨드, 피리독신, 티아민에이치씨엘, 세테아릴알코올, 카보머, 잔탄검, 향료

3. 젤 크림 : 정제수, 글리세린, 부틸렌글라이콜, 에탄올, 다이프로필렌글라이콜, 사이클로펜타실록세인, 나이아신아마이드, 다이메티콘, 트라이실록세인, 다이카프릴릴카보네이트, 사이클로헥사실록세인, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, C12-16알코올, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 하이드로제네이티드폴리아이소부텐, 폴리글리세릴-3다이스테아레이트, 하이드록시아세토페논, 폴리실리콘-11, 하이드로제네이티드레시틴, 비피다발효용해물, 스트렙토코쿠스 테르모필루스발효물, 락토바실러스발효용해물, 팔미틱애씨드, 카프릴릴글라이콜, 1,2-헥산다이올, 아데노신, 솔비탄아이소스테아레이트, 글리세릴스테아레이트시트레이트, 폴리쿼터늄-51, 소듐하이알루로네이트, 황련뿌리추출물, 다이포타슘글리시리제이트, 소듐아스코빌포스페이트, 세라마이드엔피, 하이드록시프로필트라이모늄하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 폴리글리세릴-10스테아레이트, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 하이알루로닉애씨드, 바이오틴, 피리독신, 판테놀, 폴릭애씨드, 사이아노코발아민, 베타-카로틴, 리보플라빈, 리놀레익애씨드, 토코페롤, 티아민에이치씨엘, 이노시톨, 다이소듐이디티에이, 에틸헥실글리세린",4.8,84,12,2,1,,,,,,,,,,,1.0
